INFACTIVEL
Problem:    mdgp
Rows:       22033
Columns:    21600 (21600 integer, 21600 binary)
Non-zeros:  128976
Status:     INTEGER EMPTY
Objective:  diversity = 0 (MAXimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 diversity                   0                             
     2 W1[0]                       0             1             = 
     3 W1[1]                       0             1             = 
     4 W1[2]                       0             1             = 
     5 W1[3]                       0             1             = 
     6 W1[4]                       0             1             = 
     7 W1[5]                       0             1             = 
     8 W1[6]                       0             1             = 
     9 W1[7]                       0             1             = 
    10 W1[8]                       0             1             = 
    11 W1[9]                       0             1             = 
    12 W1[10]                      0             1             = 
    13 W1[11]                      0             1             = 
    14 W1[12]                      0             1             = 
    15 W1[13]                      0             1             = 
    16 W1[14]                      0             1             = 
    17 W1[15]                      0             1             = 
    18 W1[16]                      0             1             = 
    19 W1[17]                      0             1             = 
    20 W1[18]                      0             1             = 
    21 W1[19]                      0             1             = 
    22 W1[20]                      0             1             = 
    23 W1[21]                      0             1             = 
    24 W1[22]                      0             1             = 
    25 W1[23]                      0             1             = 
    26 W1[24]                      0             1             = 
    27 W1[25]                      0             1             = 
    28 W1[26]                      0             1             = 
    29 W1[27]                      0             1             = 
    30 W1[28]                      0             1             = 
    31 W1[29]                      0             1             = 
    32 W1[30]                      0             1             = 
    33 W1[31]                      0             1             = 
    34 W1[32]                      0             1             = 
    35 W1[33]                      0             1             = 
    36 W1[34]                      0             1             = 
    37 W1[35]                      0             1             = 
    38 W1[36]                      0             1             = 
    39 W1[37]                      0             1             = 
    40 W1[38]                      0             1             = 
    41 W1[39]                      0             1             = 
    42 W1[40]                      0             1             = 
    43 W1[41]                      0             1             = 
    44 W1[42]                      0             1             = 
    45 W1[43]                      0             1             = 
    46 W1[44]                      0             1             = 
    47 W1[45]                      0             1             = 
    48 W1[46]                      0             1             = 
    49 W1[47]                      0             1             = 
    50 W1[48]                      0             1             = 
    51 W1[49]                      0             1             = 
    52 W1[50]                      0             1             = 
    53 W1[51]                      0             1             = 
    54 W1[52]                      0             1             = 
    55 W1[53]                      0             1             = 
    56 W1[54]                      0             1             = 
    57 W1[55]                      0             1             = 
    58 W1[56]                      0             1             = 
    59 W1[57]                      0             1             = 
    60 W1[58]                      0             1             = 
    61 W1[59]                      0             1             = 
    62 W4[1,0,1]                   0                           1 
    63 W4[1,0,2]                   0                           1 
    64 W4[1,0,3]                   0                           1 
    65 W4[1,0,4]                   0                           1 
    66 W4[1,0,5]                   0                           1 
    67 W4[1,0,6]                   0                           1 
    68 W4[1,0,7]                   0                           1 
    69 W4[1,0,8]                   0                           1 
    70 W4[1,0,9]                   0                           1 
    71 W4[1,0,10]                  0                           1 
    72 W4[1,0,11]                  0                           1 
    73 W4[1,0,12]                  0                           1 
    74 W4[1,0,13]                  0                           1 
    75 W4[1,0,14]                  0                           1 
    76 W4[1,0,15]                  0                           1 
    77 W4[1,0,16]                  0                           1 
    78 W4[1,0,17]                  0                           1 
    79 W4[1,0,18]                  0                           1 
    80 W4[1,0,19]                  0                           1 
    81 W4[1,0,20]                  0                           1 
    82 W4[1,0,21]                  0                           1 
    83 W4[1,0,22]                  0                           1 
    84 W4[1,0,23]                  0                           1 
    85 W4[1,0,24]                  0                           1 
    86 W4[1,0,25]                  0                           1 
    87 W4[1,0,26]                  0                           1 
    88 W4[1,0,27]                  0                           1 
    89 W4[1,0,28]                  0                           1 
    90 W4[1,0,29]                  0                           1 
    91 W4[1,0,30]                  0                           1 
    92 W4[1,0,31]                  0                           1 
    93 W4[1,0,32]                  0                           1 
    94 W4[1,0,33]                  0                           1 
    95 W4[1,0,34]                  0                           1 
    96 W4[1,0,35]                  0                           1 
    97 W4[1,0,36]                  0                           1 
    98 W4[1,0,37]                  0                           1 
    99 W4[1,0,38]                  0                           1 
   100 W4[1,0,39]                  0                           1 
   101 W4[1,0,40]                  0                           1 
   102 W4[1,0,41]                  0                           1 
   103 W4[1,0,42]                  0                           1 
   104 W4[1,0,43]                  0                           1 
   105 W4[1,0,44]                  0                           1 
   106 W4[1,0,45]                  0                           1 
   107 W4[1,0,46]                  0                           1 
   108 W4[1,0,47]                  0                           1 
   109 W4[1,0,48]                  0                           1 
   110 W4[1,0,49]                  0                           1 
   111 W4[1,0,50]                  0                           1 
   112 W4[1,0,51]                  0                           1 
   113 W4[1,0,52]                  0                           1 
   114 W4[1,0,53]                  0                           1 
   115 W4[1,0,54]                  0                           1 
   116 W4[1,0,55]                  0                           1 
   117 W4[1,0,56]                  0                           1 
   118 W4[1,0,57]                  0                           1 
   119 W4[1,0,58]                  0                           1 
   120 W4[1,0,59]                  0                           1 
   121 W4[1,1,0]                   0                           1 
   122 W4[1,1,2]                   0                           1 
   123 W4[1,1,3]                   0                           1 
   124 W4[1,1,4]                   0                           1 
   125 W4[1,1,5]                   0                           1 
   126 W4[1,1,6]                   0                           1 
   127 W4[1,1,7]                   0                           1 
   128 W4[1,1,8]                   0                           1 
   129 W4[1,1,9]                   0                           1 
   130 W4[1,1,10]                  0                           1 
   131 W4[1,1,11]                  0                           1 
   132 W4[1,1,12]                  0                           1 
   133 W4[1,1,13]                  0                           1 
   134 W4[1,1,14]                  0                           1 
   135 W4[1,1,15]                  0                           1 
   136 W4[1,1,16]                  0                           1 
   137 W4[1,1,17]                  0                           1 
   138 W4[1,1,18]                  0                           1 
   139 W4[1,1,19]                  0                           1 
   140 W4[1,1,20]                  0                           1 
   141 W4[1,1,21]                  0                           1 
   142 W4[1,1,22]                  0                           1 
   143 W4[1,1,23]                  0                           1 
   144 W4[1,1,24]                  0                           1 
   145 W4[1,1,25]                  0                           1 
   146 W4[1,1,26]                  0                           1 
   147 W4[1,1,27]                  0                           1 
   148 W4[1,1,28]                  0                           1 
   149 W4[1,1,29]                  0                           1 
   150 W4[1,1,30]                  0                           1 
   151 W4[1,1,31]                  0                           1 
   152 W4[1,1,32]                  0                           1 
   153 W4[1,1,33]                  0                           1 
   154 W4[1,1,34]                  0                           1 
   155 W4[1,1,35]                  0                           1 
   156 W4[1,1,36]                  0                           1 
   157 W4[1,1,37]                  0                           1 
   158 W4[1,1,38]                  0                           1 
   159 W4[1,1,39]                  0                           1 
   160 W4[1,1,40]                  0                           1 
   161 W4[1,1,41]                  0                           1 
   162 W4[1,1,42]                  0                           1 
   163 W4[1,1,43]                  0                           1 
   164 W4[1,1,44]                  0                           1 
   165 W4[1,1,45]                  0                           1 
   166 W4[1,1,46]                  0                           1 
   167 W4[1,1,47]                  0                           1 
   168 W4[1,1,48]                  0                           1 
   169 W4[1,1,49]                  0                           1 
   170 W4[1,1,50]                  0                           1 
   171 W4[1,1,51]                  0                           1 
   172 W4[1,1,52]                  0                           1 
   173 W4[1,1,53]                  0                           1 
   174 W4[1,1,54]                  0                           1 
   175 W4[1,1,55]                  0                           1 
   176 W4[1,1,56]                  0                           1 
   177 W4[1,1,57]                  0                           1 
   178 W4[1,1,58]                  0                           1 
   179 W4[1,1,59]                  0                           1 
   180 W4[1,2,0]                   0                           1 
   181 W4[1,2,1]                   0                           1 
   182 W4[1,2,3]                   0                           1 
   183 W4[1,2,4]                   0                           1 
   184 W4[1,2,5]                   0                           1 
   185 W4[1,2,6]                   0                           1 
   186 W4[1,2,7]                   0                           1 
   187 W4[1,2,8]                   0                           1 
   188 W4[1,2,9]                   0                           1 
   189 W4[1,2,10]                  0                           1 
   190 W4[1,2,11]                  0                           1 
   191 W4[1,2,12]                  0                           1 
   192 W4[1,2,13]                  0                           1 
   193 W4[1,2,14]                  0                           1 
   194 W4[1,2,15]                  0                           1 
   195 W4[1,2,16]                  0                           1 
   196 W4[1,2,17]                  0                           1 
   197 W4[1,2,18]                  0                           1 
   198 W4[1,2,19]                  0                           1 
   199 W4[1,2,20]                  0                           1 
   200 W4[1,2,21]                  0                           1 
   201 W4[1,2,22]                  0                           1 
   202 W4[1,2,23]                  0                           1 
   203 W4[1,2,24]                  0                           1 
   204 W4[1,2,25]                  0                           1 
   205 W4[1,2,26]                  0                           1 
   206 W4[1,2,27]                  0                           1 
   207 W4[1,2,28]                  0                           1 
   208 W4[1,2,29]                  0                           1 
   209 W4[1,2,30]                  0                           1 
   210 W4[1,2,31]                  0                           1 
   211 W4[1,2,32]                  0                           1 
   212 W4[1,2,33]                  0                           1 
   213 W4[1,2,34]                  0                           1 
   214 W4[1,2,35]                  0                           1 
   215 W4[1,2,36]                  0                           1 
   216 W4[1,2,37]                  0                           1 
   217 W4[1,2,38]                  0                           1 
   218 W4[1,2,39]                  0                           1 
   219 W4[1,2,40]                  0                           1 
   220 W4[1,2,41]                  0                           1 
   221 W4[1,2,42]                  0                           1 
   222 W4[1,2,43]                  0                           1 
   223 W4[1,2,44]                  0                           1 
   224 W4[1,2,45]                  0                           1 
   225 W4[1,2,46]                  0                           1 
   226 W4[1,2,47]                  0                           1 
   227 W4[1,2,48]                  0                           1 
   228 W4[1,2,49]                  0                           1 
   229 W4[1,2,50]                  0                           1 
   230 W4[1,2,51]                  0                           1 
   231 W4[1,2,52]                  0                           1 
   232 W4[1,2,53]                  0                           1 
   233 W4[1,2,54]                  0                           1 
   234 W4[1,2,55]                  0                           1 
   235 W4[1,2,56]                  0                           1 
   236 W4[1,2,57]                  0                           1 
   237 W4[1,2,58]                  0                           1 
   238 W4[1,2,59]                  0                           1 
   239 W4[1,3,0]                   0                           1 
   240 W4[1,3,1]                   0                           1 
   241 W4[1,3,2]                   0                           1 
   242 W4[1,3,4]                   0                           1 
   243 W4[1,3,5]                   0                           1 
   244 W4[1,3,6]                   0                           1 
   245 W4[1,3,7]                   0                           1 
   246 W4[1,3,8]                   0                           1 
   247 W4[1,3,9]                   0                           1 
   248 W4[1,3,10]                  0                           1 
   249 W4[1,3,11]                  0                           1 
   250 W4[1,3,12]                  0                           1 
   251 W4[1,3,13]                  0                           1 
   252 W4[1,3,14]                  0                           1 
   253 W4[1,3,15]                  0                           1 
   254 W4[1,3,16]                  0                           1 
   255 W4[1,3,17]                  0                           1 
   256 W4[1,3,18]                  0                           1 
   257 W4[1,3,19]                  0                           1 
   258 W4[1,3,20]                  0                           1 
   259 W4[1,3,21]                  0                           1 
   260 W4[1,3,22]                  0                           1 
   261 W4[1,3,23]                  0                           1 
   262 W4[1,3,24]                  0                           1 
   263 W4[1,3,25]                  0                           1 
   264 W4[1,3,26]                  0                           1 
   265 W4[1,3,27]                  0                           1 
   266 W4[1,3,28]                  0                           1 
   267 W4[1,3,29]                  0                           1 
   268 W4[1,3,30]                  0                           1 
   269 W4[1,3,31]                  0                           1 
   270 W4[1,3,32]                  0                           1 
   271 W4[1,3,33]                  0                           1 
   272 W4[1,3,34]                  0                           1 
   273 W4[1,3,35]                  0                           1 
   274 W4[1,3,36]                  0                           1 
   275 W4[1,3,37]                  0                           1 
   276 W4[1,3,38]                  0                           1 
   277 W4[1,3,39]                  0                           1 
   278 W4[1,3,40]                  0                           1 
   279 W4[1,3,41]                  0                           1 
   280 W4[1,3,42]                  0                           1 
   281 W4[1,3,43]                  0                           1 
   282 W4[1,3,44]                  0                           1 
   283 W4[1,3,45]                  0                           1 
   284 W4[1,3,46]                  0                           1 
   285 W4[1,3,47]                  0                           1 
   286 W4[1,3,48]                  0                           1 
   287 W4[1,3,49]                  0                           1 
   288 W4[1,3,50]                  0                           1 
   289 W4[1,3,51]                  0                           1 
   290 W4[1,3,52]                  0                           1 
   291 W4[1,3,53]                  0                           1 
   292 W4[1,3,54]                  0                           1 
   293 W4[1,3,55]                  0                           1 
   294 W4[1,3,56]                  0                           1 
   295 W4[1,3,57]                  0                           1 
   296 W4[1,3,58]                  0                           1 
   297 W4[1,3,59]                  0                           1 
   298 W4[1,4,0]                   0                           1 
   299 W4[1,4,1]                   0                           1 
   300 W4[1,4,2]                   0                           1 
   301 W4[1,4,3]                   0                           1 
   302 W4[1,4,5]                   0                           1 
   303 W4[1,4,6]                   0                           1 
   304 W4[1,4,7]                   0                           1 
   305 W4[1,4,8]                   0                           1 
   306 W4[1,4,9]                   0                           1 
   307 W4[1,4,10]                  0                           1 
   308 W4[1,4,11]                  0                           1 
   309 W4[1,4,12]                  0                           1 
   310 W4[1,4,13]                  0                           1 
   311 W4[1,4,14]                  0                           1 
   312 W4[1,4,15]                  0                           1 
   313 W4[1,4,16]                  0                           1 
   314 W4[1,4,17]                  0                           1 
   315 W4[1,4,18]                  0                           1 
   316 W4[1,4,19]                  0                           1 
   317 W4[1,4,20]                  0                           1 
   318 W4[1,4,21]                  0                           1 
   319 W4[1,4,22]                  0                           1 
   320 W4[1,4,23]                  0                           1 
   321 W4[1,4,24]                  0                           1 
   322 W4[1,4,25]                  0                           1 
   323 W4[1,4,26]                  0                           1 
   324 W4[1,4,27]                  0                           1 
   325 W4[1,4,28]                  0                           1 
   326 W4[1,4,29]                  0                           1 
   327 W4[1,4,30]                  0                           1 
   328 W4[1,4,31]                  0                           1 
   329 W4[1,4,32]                  0                           1 
   330 W4[1,4,33]                  0                           1 
   331 W4[1,4,34]                  0                           1 
   332 W4[1,4,35]                  0                           1 
   333 W4[1,4,36]                  0                           1 
   334 W4[1,4,37]                  0                           1 
   335 W4[1,4,38]                  0                           1 
   336 W4[1,4,39]                  0                           1 
   337 W4[1,4,40]                  0                           1 
   338 W4[1,4,41]                  0                           1 
   339 W4[1,4,42]                  0                           1 
   340 W4[1,4,43]                  0                           1 
   341 W4[1,4,44]                  0                           1 
   342 W4[1,4,45]                  0                           1 
   343 W4[1,4,46]                  0                           1 
   344 W4[1,4,47]                  0                           1 
   345 W4[1,4,48]                  0                           1 
   346 W4[1,4,49]                  0                           1 
   347 W4[1,4,50]                  0                           1 
   348 W4[1,4,51]                  0                           1 
   349 W4[1,4,52]                  0                           1 
   350 W4[1,4,53]                  0                           1 
   351 W4[1,4,54]                  0                           1 
   352 W4[1,4,55]                  0                           1 
   353 W4[1,4,56]                  0                           1 
   354 W4[1,4,57]                  0                           1 
   355 W4[1,4,58]                  0                           1 
   356 W4[1,4,59]                  0                           1 
   357 W4[1,5,0]                   0                           1 
   358 W4[1,5,1]                   0                           1 
   359 W4[1,5,2]                   0                           1 
   360 W4[1,5,3]                   0                           1 
   361 W4[1,5,4]                   0                           1 
   362 W4[1,5,6]                   0                           1 
   363 W4[1,5,7]                   0                           1 
   364 W4[1,5,8]                   0                           1 
   365 W4[1,5,9]                   0                           1 
   366 W4[1,5,10]                  0                           1 
   367 W4[1,5,11]                  0                           1 
   368 W4[1,5,12]                  0                           1 
   369 W4[1,5,13]                  0                           1 
   370 W4[1,5,14]                  0                           1 
   371 W4[1,5,15]                  0                           1 
   372 W4[1,5,16]                  0                           1 
   373 W4[1,5,17]                  0                           1 
   374 W4[1,5,18]                  0                           1 
   375 W4[1,5,19]                  0                           1 
   376 W4[1,5,20]                  0                           1 
   377 W4[1,5,21]                  0                           1 
   378 W4[1,5,22]                  0                           1 
   379 W4[1,5,23]                  0                           1 
   380 W4[1,5,24]                  0                           1 
   381 W4[1,5,25]                  0                           1 
   382 W4[1,5,26]                  0                           1 
   383 W4[1,5,27]                  0                           1 
   384 W4[1,5,28]                  0                           1 
   385 W4[1,5,29]                  0                           1 
   386 W4[1,5,30]                  0                           1 
   387 W4[1,5,31]                  0                           1 
   388 W4[1,5,32]                  0                           1 
   389 W4[1,5,33]                  0                           1 
   390 W4[1,5,34]                  0                           1 
   391 W4[1,5,35]                  0                           1 
   392 W4[1,5,36]                  0                           1 
   393 W4[1,5,37]                  0                           1 
   394 W4[1,5,38]                  0                           1 
   395 W4[1,5,39]                  0                           1 
   396 W4[1,5,40]                  0                           1 
   397 W4[1,5,41]                  0                           1 
   398 W4[1,5,42]                  0                           1 
   399 W4[1,5,43]                  0                           1 
   400 W4[1,5,44]                  0                           1 
   401 W4[1,5,45]                  0                           1 
   402 W4[1,5,46]                  0                           1 
   403 W4[1,5,47]                  0                           1 
   404 W4[1,5,48]                  0                           1 
   405 W4[1,5,49]                  0                           1 
   406 W4[1,5,50]                  0                           1 
   407 W4[1,5,51]                  0                           1 
   408 W4[1,5,52]                  0                           1 
   409 W4[1,5,53]                  0                           1 
   410 W4[1,5,54]                  0                           1 
   411 W4[1,5,55]                  0                           1 
   412 W4[1,5,56]                  0                           1 
   413 W4[1,5,57]                  0                           1 
   414 W4[1,5,58]                  0                           1 
   415 W4[1,5,59]                  0                           1 
   416 W4[1,6,0]                   0                           1 
   417 W4[1,6,1]                   0                           1 
   418 W4[1,6,2]                   0                           1 
   419 W4[1,6,3]                   0                           1 
   420 W4[1,6,4]                   0                           1 
   421 W4[1,6,5]                   0                           1 
   422 W4[1,6,7]                   0                           1 
   423 W4[1,6,8]                   0                           1 
   424 W4[1,6,9]                   0                           1 
   425 W4[1,6,10]                  0                           1 
   426 W4[1,6,11]                  0                           1 
   427 W4[1,6,12]                  0                           1 
   428 W4[1,6,13]                  0                           1 
   429 W4[1,6,14]                  0                           1 
   430 W4[1,6,15]                  0                           1 
   431 W4[1,6,16]                  0                           1 
   432 W4[1,6,17]                  0                           1 
   433 W4[1,6,18]                  0                           1 
   434 W4[1,6,19]                  0                           1 
   435 W4[1,6,20]                  0                           1 
   436 W4[1,6,21]                  0                           1 
   437 W4[1,6,22]                  0                           1 
   438 W4[1,6,23]                  0                           1 
   439 W4[1,6,24]                  0                           1 
   440 W4[1,6,25]                  0                           1 
   441 W4[1,6,26]                  0                           1 
   442 W4[1,6,27]                  0                           1 
   443 W4[1,6,28]                  0                           1 
   444 W4[1,6,29]                  0                           1 
   445 W4[1,6,30]                  0                           1 
   446 W4[1,6,31]                  0                           1 
   447 W4[1,6,32]                  0                           1 
   448 W4[1,6,33]                  0                           1 
   449 W4[1,6,34]                  0                           1 
   450 W4[1,6,35]                  0                           1 
   451 W4[1,6,36]                  0                           1 
   452 W4[1,6,37]                  0                           1 
   453 W4[1,6,38]                  0                           1 
   454 W4[1,6,39]                  0                           1 
   455 W4[1,6,40]                  0                           1 
   456 W4[1,6,41]                  0                           1 
   457 W4[1,6,42]                  0                           1 
   458 W4[1,6,43]                  0                           1 
   459 W4[1,6,44]                  0                           1 
   460 W4[1,6,45]                  0                           1 
   461 W4[1,6,46]                  0                           1 
   462 W4[1,6,47]                  0                           1 
   463 W4[1,6,48]                  0                           1 
   464 W4[1,6,49]                  0                           1 
   465 W4[1,6,50]                  0                           1 
   466 W4[1,6,51]                  0                           1 
   467 W4[1,6,52]                  0                           1 
   468 W4[1,6,53]                  0                           1 
   469 W4[1,6,54]                  0                           1 
   470 W4[1,6,55]                  0                           1 
   471 W4[1,6,56]                  0                           1 
   472 W4[1,6,57]                  0                           1 
   473 W4[1,6,58]                  0                           1 
   474 W4[1,6,59]                  0                           1 
   475 W4[1,7,0]                   0                           1 
   476 W4[1,7,1]                   0                           1 
   477 W4[1,7,2]                   0                           1 
   478 W4[1,7,3]                   0                           1 
   479 W4[1,7,4]                   0                           1 
   480 W4[1,7,5]                   0                           1 
   481 W4[1,7,6]                   0                           1 
   482 W4[1,7,8]                   0                           1 
   483 W4[1,7,9]                   0                           1 
   484 W4[1,7,10]                  0                           1 
   485 W4[1,7,11]                  0                           1 
   486 W4[1,7,12]                  0                           1 
   487 W4[1,7,13]                  0                           1 
   488 W4[1,7,14]                  0                           1 
   489 W4[1,7,15]                  0                           1 
   490 W4[1,7,16]                  0                           1 
   491 W4[1,7,17]                  0                           1 
   492 W4[1,7,18]                  0                           1 
   493 W4[1,7,19]                  0                           1 
   494 W4[1,7,20]                  0                           1 
   495 W4[1,7,21]                  0                           1 
   496 W4[1,7,22]                  0                           1 
   497 W4[1,7,23]                  0                           1 
   498 W4[1,7,24]                  0                           1 
   499 W4[1,7,25]                  0                           1 
   500 W4[1,7,26]                  0                           1 
   501 W4[1,7,27]                  0                           1 
   502 W4[1,7,28]                  0                           1 
   503 W4[1,7,29]                  0                           1 
   504 W4[1,7,30]                  0                           1 
   505 W4[1,7,31]                  0                           1 
   506 W4[1,7,32]                  0                           1 
   507 W4[1,7,33]                  0                           1 
   508 W4[1,7,34]                  0                           1 
   509 W4[1,7,35]                  0                           1 
   510 W4[1,7,36]                  0                           1 
   511 W4[1,7,37]                  0                           1 
   512 W4[1,7,38]                  0                           1 
   513 W4[1,7,39]                  0                           1 
   514 W4[1,7,40]                  0                           1 
   515 W4[1,7,41]                  0                           1 
   516 W4[1,7,42]                  0                           1 
   517 W4[1,7,43]                  0                           1 
   518 W4[1,7,44]                  0                           1 
   519 W4[1,7,45]                  0                           1 
   520 W4[1,7,46]                  0                           1 
   521 W4[1,7,47]                  0                           1 
   522 W4[1,7,48]                  0                           1 
   523 W4[1,7,49]                  0                           1 
   524 W4[1,7,50]                  0                           1 
   525 W4[1,7,51]                  0                           1 
   526 W4[1,7,52]                  0                           1 
   527 W4[1,7,53]                  0                           1 
   528 W4[1,7,54]                  0                           1 
   529 W4[1,7,55]                  0                           1 
   530 W4[1,7,56]                  0                           1 
   531 W4[1,7,57]                  0                           1 
   532 W4[1,7,58]                  0                           1 
   533 W4[1,7,59]                  0                           1 
   534 W4[1,8,0]                   0                           1 
   535 W4[1,8,1]                   0                           1 
   536 W4[1,8,2]                   0                           1 
   537 W4[1,8,3]                   0                           1 
   538 W4[1,8,4]                   0                           1 
   539 W4[1,8,5]                   0                           1 
   540 W4[1,8,6]                   0                           1 
   541 W4[1,8,7]                   0                           1 
   542 W4[1,8,9]                   0                           1 
   543 W4[1,8,10]                  0                           1 
   544 W4[1,8,11]                  0                           1 
   545 W4[1,8,12]                  0                           1 
   546 W4[1,8,13]                  0                           1 
   547 W4[1,8,14]                  0                           1 
   548 W4[1,8,15]                  0                           1 
   549 W4[1,8,16]                  0                           1 
   550 W4[1,8,17]                  0                           1 
   551 W4[1,8,18]                  0                           1 
   552 W4[1,8,19]                  0                           1 
   553 W4[1,8,20]                  0                           1 
   554 W4[1,8,21]                  0                           1 
   555 W4[1,8,22]                  0                           1 
   556 W4[1,8,23]                  0                           1 
   557 W4[1,8,24]                  0                           1 
   558 W4[1,8,25]                  0                           1 
   559 W4[1,8,26]                  0                           1 
   560 W4[1,8,27]                  0                           1 
   561 W4[1,8,28]                  0                           1 
   562 W4[1,8,29]                  0                           1 
   563 W4[1,8,30]                  0                           1 
   564 W4[1,8,31]                  0                           1 
   565 W4[1,8,32]                  0                           1 
   566 W4[1,8,33]                  0                           1 
   567 W4[1,8,34]                  0                           1 
   568 W4[1,8,35]                  0                           1 
   569 W4[1,8,36]                  0                           1 
   570 W4[1,8,37]                  0                           1 
   571 W4[1,8,38]                  0                           1 
   572 W4[1,8,39]                  0                           1 
   573 W4[1,8,40]                  0                           1 
   574 W4[1,8,41]                  0                           1 
   575 W4[1,8,42]                  0                           1 
   576 W4[1,8,43]                  0                           1 
   577 W4[1,8,44]                  0                           1 
   578 W4[1,8,45]                  0                           1 
   579 W4[1,8,46]                  0                           1 
   580 W4[1,8,47]                  0                           1 
   581 W4[1,8,48]                  0                           1 
   582 W4[1,8,49]                  0                           1 
   583 W4[1,8,50]                  0                           1 
   584 W4[1,8,51]                  0                           1 
   585 W4[1,8,52]                  0                           1 
   586 W4[1,8,53]                  0                           1 
   587 W4[1,8,54]                  0                           1 
   588 W4[1,8,55]                  0                           1 
   589 W4[1,8,56]                  0                           1 
   590 W4[1,8,57]                  0                           1 
   591 W4[1,8,58]                  0                           1 
   592 W4[1,8,59]                  0                           1 
   593 W4[1,9,0]                   0                           1 
   594 W4[1,9,1]                   0                           1 
   595 W4[1,9,2]                   0                           1 
   596 W4[1,9,3]                   0                           1 
   597 W4[1,9,4]                   0                           1 
   598 W4[1,9,5]                   0                           1 
   599 W4[1,9,6]                   0                           1 
   600 W4[1,9,7]                   0                           1 
   601 W4[1,9,8]                   0                           1 
   602 W4[1,9,10]                  0                           1 
   603 W4[1,9,11]                  0                           1 
   604 W4[1,9,12]                  0                           1 
   605 W4[1,9,13]                  0                           1 
   606 W4[1,9,14]                  0                           1 
   607 W4[1,9,15]                  0                           1 
   608 W4[1,9,16]                  0                           1 
   609 W4[1,9,17]                  0                           1 
   610 W4[1,9,18]                  0                           1 
   611 W4[1,9,19]                  0                           1 
   612 W4[1,9,20]                  0                           1 
   613 W4[1,9,21]                  0                           1 
   614 W4[1,9,22]                  0                           1 
   615 W4[1,9,23]                  0                           1 
   616 W4[1,9,24]                  0                           1 
   617 W4[1,9,25]                  0                           1 
   618 W4[1,9,26]                  0                           1 
   619 W4[1,9,27]                  0                           1 
   620 W4[1,9,28]                  0                           1 
   621 W4[1,9,29]                  0                           1 
   622 W4[1,9,30]                  0                           1 
